DatasetId;SiteId;SampleId;OriginalDiatomSampleId;TaxonId;Abun
SWAP;SWAPBODG;SWAP051;BODG1;AC9999;2
SWAP;SWAPBODG;SWAP051;BODG1;AS001A;4
SWAP;SWAPBODG;SWAP051;BODG1;AU005E;1
SWAP;SWAPBODG;SWAP051;BODG1;AU9999;1
SWAP;SWAPBODG;SWAP051;BODG1;BR001A;28
SWAP;SWAPBODG;SWAP051;BODG1;BR006A;5
SWAP;SWAPBODG;SWAP051;BODG1;CA012A;1
SWAP;SWAPBODG;SWAP051;BODG1;CM004A;13
SWAP;SWAPBODG;SWAP051;BODG1;CM010A;2
SWAP;SWAPBODG;SWAP051;BODG1;CM048A;7
SWAP;SWAPBODG;SWAP051;BODG1;CM052A;3
SWAP;SWAPBODG;SWAP051;BODG1;CM101A;1
SWAP;SWAPBODG;SWAP051;BODG1;CY001A;28
SWAP;SWAPBODG;SWAP051;BODG1;CY010A;8
SWAP;SWAPBODG;SWAP051;BODG1;CY9991;662
SWAP;SWAPBODG;SWAP051;BODG1;DE001A;1
SWAP;SWAPBODG;SWAP051;BODG1;DP001A;1
SWAP;SWAPBODG;SWAP051;BODG1;EU002A;2
SWAP;SWAPBODG;SWAP051;BODG1;EU002B;7
SWAP;SWAPBODG;SWAP051;BODG1;EU013A;1
SWAP;SWAPBODG;SWAP051;BODG1;EU017A;2
SWAP;SWAPBODG;SWAP051;BODG1;EU049A;1
SWAP;SWAPBODG;SWAP051;BODG1;EU9999;1
SWAP;SWAPBODG;SWAP051;BODG1;FR005D;35
SWAP;SWAPBODG;SWAP051;BODG1;FR018A;8
SWAP;SWAPBODG;SWAP051;BODG1;FR9999;1
SWAP;SWAPBODG;SWAP051;BODG1;FU002B;7
SWAP;SWAPBODG;SWAP051;BODG1;FU002F;1
SWAP;SWAPBODG;SWAP051;BODG1;GO003A;6
SWAP;SWAPBODG;SWAP051;BODG1;GO004A;1
SWAP;SWAPBODG;SWAP051;BODG1;GO006C;2
SWAP;SWAPBODG;SWAP051;BODG1;NA003A;1
SWAP;SWAPBODG;SWAP051;BODG1;NA003B;10
SWAP;SWAPBODG;SWAP051;BODG1;NA006A;2
SWAP;SWAPBODG;SWAP051;BODG1;NA008A;3
SWAP;SWAPBODG;SWAP051;BODG1;NA013A;1
SWAP;SWAPBODG;SWAP051;BODG1;NA032A;2
SWAP;SWAPBODG;SWAP051;BODG1;NA037A;2
SWAP;SWAPBODG;SWAP051;BODG1;NA149A;1
SWAP;SWAPBODG;SWAP051;BODG1;NA9955;7
SWAP;SWAPBODG;SWAP051;BODG1;NA9963;3
SWAP;SWAPBODG;SWAP051;BODG1;NA9973;1
SWAP;SWAPBODG;SWAP051;BODG1;NA9999;1
SWAP;SWAPBODG;SWAP051;BODG1;NI002A;7
SWAP;SWAPBODG;SWAP051;BODG1;NI005A;4
SWAP;SWAPBODG;SWAP051;BODG1;NI025A;4
SWAP;SWAPBODG;SWAP051;BODG1;NI9999;1
SWAP;SWAPBODG;SWAP051;BODG1;PE002A;2
SWAP;SWAPBODG;SWAP051;BODG1;PI011A;1
SWAP;SWAPBODG;SWAP051;BODG1;PI015A;1
SWAP;SWAPBODG;SWAP051;BODG1;SA001A;1
SWAP;SWAPBODG;SWAP051;BODG1;SY002A;2
SWAP;SWAPBODG;SWAP051;BODG1;SY003A;1
SWAP;SWAPBODG;SWAP051;BODG1;SY004A;1
SWAP;SWAPBODG;SWAP051;BODG1;SY9999;3
SWAP;SWAPBODG;SWAP051;BODG1;TA001A;8
SWAP;SWAPBODG;SWAP051;BODG1;TA002A;1
SWAP;SWAPBODL;SWAP052;BODL1;AC002A;1
SWAP;SWAPBODL;SWAP052;BODL1;AC013A;11
SWAP;SWAPBODL;SWAP052;BODL1;AC014B;1
SWAP;SWAPBODL;SWAP052;BODL1;AC014C;2
SWAP;SWAPBODL;SWAP052;BODL1;AC022A;14
SWAP;SWAPBODL;SWAP052;BODL1;AC046A;1
SWAP;SWAPBODL;SWAP052;BODL1;AC048A;8
SWAP;SWAPBODL;SWAP052;BODL1;AC9968;32
SWAP;SWAPBODL;SWAP052;BODL1;AC9975;1
SWAP;SWAPBODL;SWAP052;BODL1;AC9999;3
SWAP;SWAPBODL;SWAP052;BODL1;AU004A;2
SWAP;SWAPBODL;SWAP052;BODL1;AU005E;10
SWAP;SWAPBODL;SWAP052;BODL1;AU010B;1
SWAP;SWAPBODL;SWAP052;BODL1;AU9988;1
SWAP;SWAPBODL;SWAP052;BODL1;AU9999;2
SWAP;SWAPBODL;SWAP052;BODL1;BR001A;21
SWAP;SWAPBODL;SWAP052;BODL1;BR006A;11
SWAP;SWAPBODL;SWAP052;BODL1;CM010A;17
SWAP;SWAPBODL;SWAP052;BODL1;CM031A;1
SWAP;SWAPBODL;SWAP052;BODL1;CM048A;6
SWAP;SWAPBODL;SWAP052;BODL1;CY9991;1
SWAP;SWAPBODL;SWAP052;BODL1;DT002A;1
SWAP;SWAPBODL;SWAP052;BODL1;EU002A;2
SWAP;SWAPBODL;SWAP052;BODL1;EU002B;6
SWAP;SWAPBODL;SWAP052;BODL1;EU002K;4
SWAP;SWAPBODL;SWAP052;BODL1;EU004A;2
SWAP;SWAPBODL;SWAP052;BODL1;EU007A;1
SWAP;SWAPBODL;SWAP052;BODL1;EU009A;2
SWAP;SWAPBODL;SWAP052;BODL1;EU011A;9
SWAP;SWAPBODL;SWAP052;BODL1;EU015A;1
SWAP;SWAPBODL;SWAP052;BODL1;EU019A;2
SWAP;SWAPBODL;SWAP052;BODL1;EU032A;1
SWAP;SWAPBODL;SWAP052;BODL1;EU047A;48
SWAP;SWAPBODL;SWAP052;BODL1;EU048A;2
SWAP;SWAPBODL;SWAP052;BODL1;EU051A;3
SWAP;SWAPBODL;SWAP052;BODL1;EU056A;1
SWAP;SWAPBODL;SWAP052;BODL1;EU9965;2
SWAP;SWAPBODL;SWAP052;BODL1;EU9969;1
SWAP;SWAPBODL;SWAP052;BODL1;FR002C;1
SWAP;SWAPBODL;SWAP052;BODL1;FR005D;52
SWAP;SWAPBODL;SWAP052;BODL1;FR007A;3
SWAP;SWAPBODL;SWAP052;BODL1;FR010A;1
SWAP;SWAPBODL;SWAP052;BODL1;FR9999;2
SWAP;SWAPBODL;SWAP052;BODL1;FU002A;10
SWAP;SWAPBODL;SWAP052;BODL1;FU002B;11
SWAP;SWAPBODL;SWAP052;BODL1;FU002F;10
SWAP;SWAPBODL;SWAP052;BODL1;GO004A;2
SWAP;SWAPBODL;SWAP052;BODL1;NA003B;4
SWAP;SWAPBODL;SWAP052;BODL1;NA006A;2
SWAP;SWAPBODL;SWAP052;BODL1;NA006B;1
SWAP;SWAPBODL;SWAP052;BODL1;NA016A;2
SWAP;SWAPBODL;SWAP052;BODL1;NA032A;6
SWAP;SWAPBODL;SWAP052;BODL1;NA037A;1
SWAP;SWAPBODL;SWAP052;BODL1;NA045A;1
SWAP;SWAPBODL;SWAP052;BODL1;NA133A;2
SWAP;SWAPBODL;SWAP052;BODL1;NA135A;2
SWAP;SWAPBODL;SWAP052;BODL1;NA140A;1
SWAP;SWAPBODL;SWAP052;BODL1;NA149A;1
SWAP;SWAPBODL;SWAP052;BODL1;NA156A;16
SWAP;SWAPBODL;SWAP052;BODL1;NA9962;8
SWAP;SWAPBODL;SWAP052;BODL1;NA9963;24
SWAP;SWAPBODL;SWAP052;BODL1;NA9964;2
SWAP;SWAPBODL;SWAP052;BODL1;NA9999;2
SWAP;SWAPBODL;SWAP052;BODL1;NE004A;1
SWAP;SWAPBODL;SWAP052;BODL1;NI005A;3
SWAP;SWAPBODL;SWAP052;BODL1;NI008A;1
SWAP;SWAPBODL;SWAP052;BODL1;PE002A;3
SWAP;SWAPBODL;SWAP052;BODL1;PI022B;3
SWAP;SWAPBODL;SWAP052;BODL1;PI051A;1
SWAP;SWAPBODL;SWAP052;BODL1;PI9999;1
SWAP;SWAPBODL;SWAP052;BODL1;SA001B;4
SWAP;SWAPBODL;SWAP052;BODL1;SU006A;1
SWAP;SWAPBODL;SWAP052;BODL1;TA001A;73
SWAP;SWAPBODL;SWAP052;BODL1;TA002A;1
SWAP;SWAPBODL;SWAP052;BODL1;TA004A;40
SWAP;SWAPBREC;SWAP053;BREC1;AC002A;3
SWAP;SWAPBREC;SWAP053;BREC1;AC013A;99
SWAP;SWAPBREC;SWAP053;BREC1;AC014C;2
SWAP;SWAPBREC;SWAP053;BREC1;AC022A;1
SWAP;SWAPBREC;SWAP053;BREC1;AC029A;3
SWAP;SWAPBREC;SWAP053;BREC1;AC046A;4
SWAP;SWAPBREC;SWAP053;BREC1;BR001A;110
SWAP;SWAPBREC;SWAP053;BREC1;BR004A;1
SWAP;SWAPBREC;SWAP053;BREC1;BR006A;4
SWAP;SWAPBREC;SWAP053;BREC1;CA012A;1
SWAP;SWAPBREC;SWAP053;BREC1;CM004A;6
SWAP;SWAPBREC;SWAP053;BREC1;CM010A;1
SWAP;SWAPBREC;SWAP053;BREC1;CM015A;5
SWAP;SWAPBREC;SWAP053;BREC1;CM022A;2
SWAP;SWAPBREC;SWAP053;BREC1;CM048A;5
SWAP;SWAPBREC;SWAP053;BREC1;CM052A;12
SWAP;SWAPBREC;SWAP053;BREC1;CM9999;1
SWAP;SWAPBREC;SWAP053;BREC1;CY010A;18
SWAP;SWAPBREC;SWAP053;BREC1;CY9991;30
SWAP;SWAPBREC;SWAP053;BREC1;EU002B;1
SWAP;SWAPBREC;SWAP053;BREC1;EU013A;3
SWAP;SWAPBREC;SWAP053;BREC1;EU040A;1
SWAP;SWAPBREC;SWAP053;BREC1;EU047A;1
SWAP;SWAPBREC;SWAP053;BREC1;FR002C;2
SWAP;SWAPBREC;SWAP053;BREC1;FR005D;31
SWAP;SWAPBREC;SWAP053;BREC1;FU002B;1
SWAP;SWAPBREC;SWAP053;BREC1;FU002F;1
SWAP;SWAPBREC;SWAP053;BREC1;NA002A;2
SWAP;SWAPBREC;SWAP053;BREC1;NA003A;3
SWAP;SWAPBREC;SWAP053;BREC1;NA003B;1
SWAP;SWAPBREC;SWAP053;BREC1;NA005A;1
SWAP;SWAPBREC;SWAP053;BREC1;NA006A;7
SWAP;SWAPBREC;SWAP053;BREC1;NA014A;4
SWAP;SWAPBREC;SWAP053;BREC1;NA042A;13
SWAP;SWAPBREC;SWAP053;BREC1;NA063A;14
SWAP;SWAPBREC;SWAP053;BREC1;NA101A;1
SWAP;SWAPBREC;SWAP053;BREC1;NA9963;5
SWAP;SWAPBREC;SWAP053;BREC1;NA9973;4
SWAP;SWAPBREC;SWAP053;BREC1;NA9999;7
SWAP;SWAPBREC;SWAP053;BREC1;NI002A;3
SWAP;SWAPBREC;SWAP053;BREC1;NI026A;73
SWAP;SWAPBREC;SWAP053;BREC1;PE002A;1
SWAP;SWAPBREC;SWAP053;BREC1;PI005A;2
SWAP;SWAPBREC;SWAP053;BREC1;TA001A;1
SWAP;SWAPBUGE;SWAP054;BUGE1;AC013A;1
SWAP;SWAPBUGE;SWAP054;BUGE1;AC014A;15
SWAP;SWAPBUGE;SWAP054;BUGE1;AC014B;10
SWAP;SWAPBUGE;SWAP054;BUGE1;AC014C;2
SWAP;SWAPBUGE;SWAP054;BUGE1;AC022A;1
SWAP;SWAPBUGE;SWAP054;BUGE1;AC028A;1
SWAP;SWAPBUGE;SWAP054;BUGE1;AC042A;4
SWAP;SWAPBUGE;SWAP054;BUGE1;AC9999;1
SWAP;SWAPBUGE;SWAP054;BUGE1;AS003A;3
SWAP;SWAPBUGE;SWAP054;BUGE1;AU004B;1
SWAP;SWAPBUGE;SWAP054;BUGE1;AU004D;33
SWAP;SWAPBUGE;SWAP054;BUGE1;AU010A;13
SWAP;SWAPBUGE;SWAP054;BUGE1;AU010B;45
SWAP;SWAPBUGE;SWAP054;BUGE1;AU014A;9
SWAP;SWAPBUGE;SWAP054;BUGE1;AU9988;2
SWAP;SWAPBUGE;SWAP054;BUGE1;AU9999;1
SWAP;SWAPBUGE;SWAP054;BUGE1;CM010A;15
SWAP;SWAPBUGE;SWAP054;BUGE1;CM014A;1
SWAP;SWAPBUGE;SWAP054;BUGE1;CM048A;1
SWAP;SWAPBUGE;SWAP054;BUGE1;EU002A;1
SWAP;SWAPBUGE;SWAP054;BUGE1;EU002B;2
SWAP;SWAPBUGE;SWAP054;BUGE1;EU002K;6
SWAP;SWAPBUGE;SWAP054;BUGE1;EU004A;1
SWAP;SWAPBUGE;SWAP054;BUGE1;EU007A;4
SWAP;SWAPBUGE;SWAP054;BUGE1;EU009A;4
SWAP;SWAPBUGE;SWAP054;BUGE1;EU011A;15
SWAP;SWAPBUGE;SWAP054;BUGE1;EU027A;1
SWAP;SWAPBUGE;SWAP054;BUGE1;EU032A;2
SWAP;SWAPBUGE;SWAP054;BUGE1;EU047A;153
SWAP;SWAPBUGE;SWAP054;BUGE1;EU049A;1
SWAP;SWAPBUGE;SWAP054;BUGE1;EU049D;2
SWAP;SWAPBUGE;SWAP054;BUGE1;EU053A;1
SWAP;SWAPBUGE;SWAP054;BUGE1;EU056A;1
SWAP;SWAPBUGE;SWAP054;BUGE1;EU057A;1
SWAP;SWAPBUGE;SWAP054;BUGE1;FR001A;11
SWAP;SWAPBUGE;SWAP054;BUGE1;FR001B;2
SWAP;SWAPBUGE;SWAP054;BUGE1;FR002C;15
SWAP;SWAPBUGE;SWAP054;BUGE1;FR005A;3
SWAP;SWAPBUGE;SWAP054;BUGE1;FR005D;11
SWAP;SWAPBUGE;SWAP054;BUGE1;FR010A;14
SWAP;SWAPBUGE;SWAP054;BUGE1;FU001A;1
SWAP;SWAPBUGE;SWAP054;BUGE1;FU002A;8
SWAP;SWAPBUGE;SWAP054;BUGE1;FU002B;2
SWAP;SWAPBUGE;SWAP054;BUGE1;FU002F;22
SWAP;SWAPBUGE;SWAP054;BUGE1;NA002A;3
SWAP;SWAPBUGE;SWAP054;BUGE1;NA006A;2
SWAP;SWAPBUGE;SWAP054;BUGE1;NA013A;1
SWAP;SWAPBUGE;SWAP054;BUGE1;NA014A;1
SWAP;SWAPBUGE;SWAP054;BUGE1;NA048A;7
SWAP;SWAPBUGE;SWAP054;BUGE1;NA068A;1
SWAP;SWAPBUGE;SWAP054;BUGE1;NA115A;12
SWAP;SWAPBUGE;SWAP054;BUGE1;NA149A;2
SWAP;SWAPBUGE;SWAP054;BUGE1;NA165A;1
SWAP;SWAPBUGE;SWAP054;BUGE1;NA9964;7
SWAP;SWAPBUGE;SWAP054;BUGE1;NA9999;2
SWAP;SWAPBUGE;SWAP054;BUGE1;NE003A;3
SWAP;SWAPBUGE;SWAP054;BUGE1;NE004A;1
SWAP;SWAPBUGE;SWAP054;BUGE1;NI152A;5
SWAP;SWAPBUGE;SWAP054;BUGE1;PI002A;1
SWAP;SWAPBUGE;SWAP054;BUGE1;PI015A;1
SWAP;SWAPBUGE;SWAP054;BUGE1;PI018A;3
SWAP;SWAPBUGE;SWAP054;BUGE1;PI022A;3
SWAP;SWAPBUGE;SWAP054;BUGE1;PI022B;4
SWAP;SWAPBUGE;SWAP054;BUGE1;PI023A;2
SWAP;SWAPBUGE;SWAP054;BUGE1;SU006A;5
SWAP;SWAPBUGE;SWAP054;BUGE1;TA001A;33
SWAP;SWAPBUGE;SWAP054;BUGE1;TA004A;3
SWAP;SWAPBURNMT;SWAP055;BURNMT1;AC013A;86
SWAP;SWAPBURNMT;SWAP055;BURNMT1;AC014C;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;AC017A;3
SWAP;SWAPBURNMT;SWAP055;BURNMT1;AC019A;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;AC022A;18
SWAP;SWAPBURNMT;SWAP055;BURNMT1;AC024A;2
SWAP;SWAPBURNMT;SWAP055;BURNMT1;AC035A;4
SWAP;SWAPBURNMT;SWAP055;BURNMT1;AC038A;2
SWAP;SWAPBURNMT;SWAP055;BURNMT1;AC044A;2
SWAP;SWAPBURNMT;SWAP055;BURNMT1;AC065A;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;AC9999;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;AM001B;2
SWAP;SWAPBURNMT;SWAP055;BURNMT1;AP001A;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;BR001A;127
SWAP;SWAPBURNMT;SWAP055;BURNMT1;BR003A;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;BR006A;11
SWAP;SWAPBURNMT;SWAP055;BURNMT1;CA002A;2
SWAP;SWAPBURNMT;SWAP055;BURNMT1;CM010A;7
SWAP;SWAPBURNMT;SWAP055;BURNMT1;CM013A;3
SWAP;SWAPBURNMT;SWAP055;BURNMT1;CM014A;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;CM015B;27
SWAP;SWAPBURNMT;SWAP055;BURNMT1;CM016A;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;CM017A;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;CM022A;2
SWAP;SWAPBURNMT;SWAP055;BURNMT1;CM031A;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;CM038A;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;CM048A;4
SWAP;SWAPBURNMT;SWAP055;BURNMT1;CM9999;3
SWAP;SWAPBURNMT;SWAP055;BURNMT1;CY001A;20
SWAP;SWAPBURNMT;SWAP055;BURNMT1;CY007A;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;CY010A;415
SWAP;SWAPBURNMT;SWAP055;BURNMT1;CY9991;3
SWAP;SWAPBURNMT;SWAP055;BURNMT1;DT004B;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;EU002A;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;EU002B;2
SWAP;SWAPBURNMT;SWAP055;BURNMT1;EU004A;5
SWAP;SWAPBURNMT;SWAP055;BURNMT1;EU007A;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;EU009A;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;EU009C;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;EU011A;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;EU013A;3
SWAP;SWAPBURNMT;SWAP055;BURNMT1;EU016A;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;EU024A;2
SWAP;SWAPBURNMT;SWAP055;BURNMT1;EU043A;4
SWAP;SWAPBURNMT;SWAP055;BURNMT1;EU047A;2
SWAP;SWAPBURNMT;SWAP055;BURNMT1;EU051C;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;FR005D;3
SWAP;SWAPBURNMT;SWAP055;BURNMT1;FU002B;49
SWAP;SWAPBURNMT;SWAP055;BURNMT1;FU002F;25
SWAP;SWAPBURNMT;SWAP055;BURNMT1;GO004A;6
SWAP;SWAPBURNMT;SWAP055;BURNMT1;GO006C;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;GO025B;4
SWAP;SWAPBURNMT;SWAP055;BURNMT1;NA003A;3
SWAP;SWAPBURNMT;SWAP055;BURNMT1;NA005A;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;NA007A;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;NA013A;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;NA014A;2
SWAP;SWAPBURNMT;SWAP055;BURNMT1;NA032A;4
SWAP;SWAPBURNMT;SWAP055;BURNMT1;NA037A;11
SWAP;SWAPBURNMT;SWAP055;BURNMT1;NA044A;2
SWAP;SWAPBURNMT;SWAP055;BURNMT1;NA079A;2
SWAP;SWAPBURNMT;SWAP055;BURNMT1;NA9922;17
SWAP;SWAPBURNMT;SWAP055;BURNMT1;NE003C;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;NE004A;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;NI002A;15
SWAP;SWAPBURNMT;SWAP055;BURNMT1;NI005A;2
SWAP;SWAPBURNMT;SWAP055;BURNMT1;NI008A;5
SWAP;SWAPBURNMT;SWAP055;BURNMT1;NI009A;2
SWAP;SWAPBURNMT;SWAP055;BURNMT1;NI017A;2
SWAP;SWAPBURNMT;SWAP055;BURNMT1;NI025A;2
SWAP;SWAPBURNMT;SWAP055;BURNMT1;NI110A;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;PE002A;7
SWAP;SWAPBURNMT;SWAP055;BURNMT1;PI011A;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;PI015A;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;PI018A;2
SWAP;SWAPBURNMT;SWAP055;BURNMT1;PI020A;2
SWAP;SWAPBURNMT;SWAP055;BURNMT1;PI028A;2
SWAP;SWAPBURNMT;SWAP055;BURNMT1;PI033B;2
SWAP;SWAPBURNMT;SWAP055;BURNMT1;SA001A;2
SWAP;SWAPBURNMT;SWAP055;BURNMT1;SA001B;6
SWAP;SWAPBURNMT;SWAP055;BURNMT1;SA006A;3
SWAP;SWAPBURNMT;SWAP055;BURNMT1;SA017A;2
SWAP;SWAPBURNMT;SWAP055;BURNMT1;SU005A;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;SY001A;1
SWAP;SWAPBURNMT;SWAP055;BURNMT1;TA001A;8
SWAP;SWAPBURNMT;SWAP055;BURNMT1;UN9999;16
SWAP;SWAPBYCH;SWAP056;BYCH1;AC002A;5
SWAP;SWAPBYCH;SWAP056;BYCH1;AC013A;154
SWAP;SWAPBYCH;SWAP056;BYCH1;AC025B;3
SWAP;SWAPBYCH;SWAP056;BYCH1;AC9999;2
SWAP;SWAPBYCH;SWAP056;BYCH1;AM001D;2
SWAP;SWAPBYCH;SWAP056;BYCH1;BK001A;1
SWAP;SWAPBYCH;SWAP056;BYCH1;BR001A;46
SWAP;SWAPBYCH;SWAP056;BYCH1;BR006A;2
SWAP;SWAPBYCH;SWAP056;BYCH1;CM004A;46
SWAP;SWAPBYCH;SWAP056;BYCH1;CM013A;6
SWAP;SWAPBYCH;SWAP056;BYCH1;CM015A;2
SWAP;SWAPBYCH;SWAP056;BYCH1;CM020A;1
SWAP;SWAPBYCH;SWAP056;BYCH1;CM031A;4
SWAP;SWAPBYCH;SWAP056;BYCH1;CM048A;4
SWAP;SWAPBYCH;SWAP056;BYCH1;CM052A;8
SWAP;SWAPBYCH;SWAP056;BYCH1;CM9999;1
SWAP;SWAPBYCH;SWAP056;BYCH1;CY9991;25
SWAP;SWAPBYCH;SWAP056;BYCH1;DE001A;8
SWAP;SWAPBYCH;SWAP056;BYCH1;DP001A;3
SWAP;SWAPBYCH;SWAP056;BYCH1;DP003A;4
SWAP;SWAPBYCH;SWAP056;BYCH1;EP001A;1
SWAP;SWAPBYCH;SWAP056;BYCH1;EU002A;1
SWAP;SWAPBYCH;SWAP056;BYCH1;EU002B;1
SWAP;SWAPBYCH;SWAP056;BYCH1;EU013A;1
SWAP;SWAPBYCH;SWAP056;BYCH1;EU017A;1
SWAP;SWAPBYCH;SWAP056;BYCH1;EU051A;1
SWAP;SWAPBYCH;SWAP056;BYCH1;FR001A;54
SWAP;SWAPBYCH;SWAP056;BYCH1;FR002C;1
SWAP;SWAPBYCH;SWAP056;BYCH1;FR005A;1
SWAP;SWAPBYCH;SWAP056;BYCH1;FR005D;43
SWAP;SWAPBYCH;SWAP056;BYCH1;FR006A;20
SWAP;SWAPBYCH;SWAP056;BYCH1;FR018A;8
SWAP;SWAPBYCH;SWAP056;BYCH1;FR9999;7
SWAP;SWAPBYCH;SWAP056;BYCH1;FU002B;1
SWAP;SWAPBYCH;SWAP056;BYCH1;FU002F;1
SWAP;SWAPBYCH;SWAP056;BYCH1;GO003A;3
SWAP;SWAPBYCH;SWAP056;BYCH1;GO004A;1
SWAP;SWAPBYCH;SWAP056;BYCH1;GO006C;1
SWAP;SWAPBYCH;SWAP056;BYCH1;NA003A;2
SWAP;SWAPBYCH;SWAP056;BYCH1;NA003B;5
SWAP;SWAPBYCH;SWAP056;BYCH1;NA006B;1
SWAP;SWAPBYCH;SWAP056;BYCH1;NA014A;1
SWAP;SWAPBYCH;SWAP056;BYCH1;NA032A;1
SWAP;SWAPBYCH;SWAP056;BYCH1;NA033A;1
SWAP;SWAPBYCH;SWAP056;BYCH1;NA086A;1
SWAP;SWAPBYCH;SWAP056;BYCH1;NA102A;2
SWAP;SWAPBYCH;SWAP056;BYCH1;NA9955;4
SWAP;SWAPBYCH;SWAP056;BYCH1;NE9999;1
SWAP;SWAPBYCH;SWAP056;BYCH1;NI002A;3
SWAP;SWAPBYCH;SWAP056;BYCH1;NI009A;1
SWAP;SWAPBYCH;SWAP056;BYCH1;NI020B;1
SWAP;SWAPBYCH;SWAP056;BYCH1;NI025A;1
SWAP;SWAPBYCH;SWAP056;BYCH1;NI9999;3
SWAP;SWAPBYCH;SWAP056;BYCH1;PI007A;1
SWAP;SWAPBYCH;SWAP056;BYCH1;PI008A;1
SWAP;SWAPBYCH;SWAP056;BYCH1;PI015A;1
SWAP;SWAPBYCH;SWAP056;BYCH1;SA001A;1
SWAP;SWAPBYCH;SWAP056;BYCH1;SA001B;2
SWAP;SWAPBYCH;SWAP056;BYCH1;SU004A;1
SWAP;SWAPBYCH;SWAP056;BYCH1;SY002A;1
SWAP;SWAPBYCH;SWAP056;BYCH1;SY010A;1
SWAP;SWAPBYCH;SWAP056;BYCH1;TA001A;8
SWAP;SWAPBYCH;SWAP056;BYCH1;TA002A;1
SWAP;SWAPBYCH;SWAP056;BYCH1;TA004A;1
SWAP;SWAPCFYN;SWAP057;CFYN1;AC013A;1
SWAP;SWAPCFYN;SWAP057;CFYN1;AC014C;1
SWAP;SWAPCFYN;SWAP057;CFYN1;AC046A;4
SWAP;SWAPCFYN;SWAP057;CFYN1;AC048A;1
SWAP;SWAPCFYN;SWAP057;CFYN1;AU004A;2
SWAP;SWAPCFYN;SWAP057;CFYN1;AU004B;1
SWAP;SWAPCFYN;SWAP057;CFYN1;AU010A;2
SWAP;SWAPCFYN;SWAP057;CFYN1;AU010B;2
SWAP;SWAPCFYN;SWAP057;CFYN1;BR001A;19
SWAP;SWAPCFYN;SWAP057;CFYN1;BR006A;18
SWAP;SWAPCFYN;SWAP057;CFYN1;CM010A;15
SWAP;SWAPCFYN;SWAP057;CFYN1;CM017A;12
SWAP;SWAPCFYN;SWAP057;CFYN1;CM020A;1
SWAP;SWAPCFYN;SWAP057;CFYN1;CM048A;1
SWAP;SWAPCFYN;SWAP057;CFYN1;CY9991;2
SWAP;SWAPCFYN;SWAP057;CFYN1;EU002B;1
SWAP;SWAPCFYN;SWAP057;CFYN1;EU004A;1
SWAP;SWAPCFYN;SWAP057;CFYN1;EU008A;1
SWAP;SWAPCFYN;SWAP057;CFYN1;EU009A;2
SWAP;SWAPCFYN;SWAP057;CFYN1;EU011A;7
SWAP;SWAPCFYN;SWAP057;CFYN1;EU015A;4
SWAP;SWAPCFYN;SWAP057;CFYN1;EU019A;1
SWAP;SWAPCFYN;SWAP057;CFYN1;EU047A;10
SWAP;SWAPCFYN;SWAP057;CFYN1;EU048A;3
SWAP;SWAPCFYN;SWAP057;CFYN1;EU050B;1
SWAP;SWAPCFYN;SWAP057;CFYN1;EU051B;5
SWAP;SWAPCFYN;SWAP057;CFYN1;EU056A;1
SWAP;SWAPCFYN;SWAP057;CFYN1;EU057A;2
SWAP;SWAPCFYN;SWAP057;CFYN1;EU9961;2
SWAP;SWAPCFYN;SWAP057;CFYN1;EU9965;4
SWAP;SWAPCFYN;SWAP057;CFYN1;EU9999;2
SWAP;SWAPCFYN;SWAP057;CFYN1;FR005D;94
SWAP;SWAPCFYN;SWAP057;CFYN1;FU002A;4
SWAP;SWAPCFYN;SWAP057;CFYN1;FU002B;24
SWAP;SWAPCFYN;SWAP057;CFYN1;FU002F;21
